label,title,content,summary
0,"The official company biography -- dated, aging, but interesting.","This is the only official history of the giant utility that serves most of northern and central California. Written in 1950, when the company (and its official biographer) were heedless of the changes that the future held in store for the energy industry overall (and utilities in particular) as well as for the end of unbridled growth and development in the state of California. Coleman is a real booster for PG&E. If you want the PR line, from the generation that build the company between 1930 and the 1950, this is the reference book you want.",
1,Compact and Convenient,"Works great and compact and convenient. The detachable lanyard is nice for when I don't want to carry my pack with me. I don't see myself using the white and black cards too often, but they're nice to have. The cards are of a nice quality, thick enough to not bend accidentally when in the camera bag.",
1,Woburn: Forgotten Tales & Untold Stories,"I purchased this book hoping to find some history of the town that one of my ancestors Samuel Richardson, helped found. Although there was little mention of people from my direct line, this was an extremely interesting read of the history after the town was founded in 1630. The history and characters are real and the various chapter authors did an excellent job of researching facts and putting them into facinating stories. This book gave me a better understanding of what several generations went through in order to make Woburn what it is today. This would be a great read for anyone interested in the early history of the United States.",
1,Great! Must have it!,This book is a hands on training. It covers every aspect of the software. Excelent source for those who want to learn 3D Studio Max.,
1,Happy Feet,"These boots have that classic hiking boot style to them. The NuBuck leather looks great and the boots are comfortable and seem well made. I'm not really a hiker. I just like to wear hiking boots in the winter and these are perfect so far. I wear them everyday and I like them so much, I was thinking of ordering another pair!",
1,A down and dirty litmus test for Christians,"I first read this book as a young Christian and now am impressed with how many of the concepts I have adopted in my own creed. I detest pop Christian symbols and the urge to define a Christian by market forces. Schaeffer attempts to challenge the reader into not only glimpsing in the mirror, but to really make changes accordingly.",
0,Poor sound quality,"The transfer to digital format from the analog source includes all of the tape hiss on this disc. The content is great, but the background noise is too much on my system. I'd look for another title from OP and pass on this one.",
1,Added to my collection,I had almost all of the Jean Auel's books and needed this one to complete my collection. It turned out to be a book club size and I traded it to a friend for the full size version.,
0,Disappointing,"I bought this game because my friend said it was excellent, however he's never been a very good gamer, I thought the no resource management idea was ok, but it ruins half the point of an RTS, and strategy is all about careful management of resources to fund your army, because, if you dont have any resources, you dont have an army ;-) I'd say ok for someone who doesn't really know how to play a REAL RTS, but if your an expert, I'd save up for Warcraft 3:The Frozen Throne, and if you haven't got the normal Warcraft 3, go buy it!",
1,"Never liked the strings, but this blew my socks off","I cought the concert on some very high numbered cable channel. I was so impressed I bought the DVD. This is the most origional idea I've seen in years. Its a cross between Enigma, Petshop Boys, Alan Parsons, ELO, and a conductor on crack. The song Winter is my favorite to date. I predict you find Bond music playing in the background of TV commercials very soon. Seeing them perform is 50% of the show. Just listening will suffice if you have the memory of them performing. Download ""Winter"" or ""Duel"" to get an idea of the pure talent of BOND.",
0,Another Abysmal Digital Copy,"Rather than scratches and insect droppings, this one has random pixelations combined with muddy light and vague image resolution. Probably the cue should have been the packaging is straight out of your street corner bootleg dealer.If you've ever seen a reasonably good condition film copy, you know the defining visuals of his film are the crystal clear lighting contrasts in black and white. The surrounding countryside and 'old home' scenes are set with early morning ground mists or the haze of memory while the events on the bridge and in the water are bright, clear, and immediate.Here everything is dull, dark, and clouded. Or, if you remember the timbre and enunciation of Captain's commands, so are the visuals.After that, it is hard to believe this award winning, critically acclaimed film's best presentation is on YOUTUBE. Somewhere ""out there"" is a DVD that comes up to the standard of a 16mm public library reel.Just none of them appear to be on Amazon.",
